timestamp,city,temperature,precipitation,wind_speed,humidity,country,wetbulb_temperature,climate_region,Other renewables (including geothermal and biomass) - TWh,Biofuels consumption - TWh,Solar consumption - TWh,Wind consumption - TWh,Hydro consumption - TWh,Nuclear consumption - TWh,Gas consumption - TWh,Coal consumption - TWh,Oil consumption - TWh,Total renewables - TWh,Total fossil fuels - TWh,Total energy - TWh,Low carbon - TWh,Other - TWh,WUE_FixedApproachDirect(L/KWh),WUE_FixedColdWaterDirect(L/KWh),WUE_Indirect(L/KWh),Leakages (%)
2023-03-02 00:00:00,Maputo,23.0,0.09,17.6,93,Mozambique,71.81384082457612,Savana,2.191185175067158e-06,2.191185175067158e-06,1394.390565951828,0.0,308558.7123799117,0.0,63145.97277238992,0.0,0.0,312144.2881209306,66731.5485134089,378875.8366343396,312144.2881209306,0.0,1.689027995158486,1.4456092677289436,4.666931194264016,0.37
2023-03-02 01:00:00,Maputo,22.9,0.04,18.6,92,Mozambique,71.40031826260987,Savana,2.191185175067158e-06,2.191185175067158e-06,1394.390565951828,0.0,308558.7123799117,0.0,63145.97277238992,0.0,0.0,312144.2881209306,66731.5485134089,378875.8366343396,312144.2881209306,0.0,1.6874580172865996,1.4359365291753885,4.666931194264016,0.37
2023-03-02 02:00:00,Maputo,22.7,0.03,19.6,91,Mozambique,70.80977485410455,Savana,2.191185175067158e-06,2.191185175067158e-06,1394.390565951828,0.0,308558.7123799117,0.0,63145.97277238992,0.0,0.0,312144.2881209306,66731.5485134089,378875.8366343396,312144.2881209306,0.0,1.6851035405915855,1.422426195419756,4.666931194264016,0.37
2023-03-02 03:00:00,Maputo,22.6,0.04,20.5,90,Mozambique,70.39808828774042,Savana,2.191185175067158e-06,2.191185175067158e-06,1394.390565951828,0.0,308558.7123799117,0.0,63145.97277238992,0.0,0.0,312144.2881209306,66731.5485134089,378875.8366343396,312144.2881209306,0.0,1.6833839302713791,1.4132186361361865,4.666931194264016,0.37
2023-03-02 04:00:00,Maputo,22.7,0.02,20.3,85,Mozambique,69.40116756541397,Savana,2.191185175067158e-06,2.191185175067158e-06,1394.390565951828,0.0,308558.7123799117,0.0,63145.97277238992,0.0,0.0,312144.2881209306,66731.5485134089,378875.8366343396,312144.2881209306,0.0,1.6789535536792322,1.391639908678168,4.666931194264016,0.37
2023-03-02 05:00:00,Maputo,22.7,0.03,20.0,81,Mozambique,68.4579073719728,Savana,2.191185175067158e-06,2.191185175067158e-06,1394.390565951828,0.0,308558.7123799117,0.0,63145.97277238992,0.0,0.0,312144.2881209306,66731.5485134089,378875.8366343396,312144.2881209306,0.0,1.6744146616628326,1.3721582285187144,4.666931194264016,0.37
2023-03-02 06:00:00,Maputo,22.8,0.04,19.8,77,Mozambique,67.6811859793263,Savana,2.191185175067158e-06,2.191185175067158e-06,1394.390565951828,0.0,308558.7123799117,0.0,63145.97277238992,0.0,0.0,312144.2881209306,66731.5485134089,378875.8366343396,312144.2881209306,0.0,1.6704238454764266,1.356799103172404,4.666931194264016,0.37
2023-03-02 07:00:00,Maputo,23.7,0.02,21.2,74,Mozambique,68.49303878067832,Savana,2.191185175067158e-06,2.191185175067158e-06,1394.390565951828,0.0,308558.7123799117,0.0,63145.97277238992,0.0,0.0,312144.2881209306,66731.5485134089,378875.8366343396,312144.2881209306,0.0,1.6745897601383724,1.372867507900167,4.666931194264016,0.37
2023-03-02 08:00:00,Maputo,24.5,0.0,22.7,71,Mozambique,69.10370321623184,Savana,2.191185175067158e-06,2.191185175067158e-06,1394.390565951828,0.0,308558.7123799117,0.0,63145.97277238992,0.0,0.0,312144.2881209306,66731.5485134089,378875.8366343396,312144.2881209306,0.0,1.6775586016042143,1.3853980090056617,4.666931194264016,0.37
2023-03-02 09:00:00,Maputo,25.4,0.0,24.1,67,Mozambique,69.59049445831582,Savana,2.191185175067158e-06,2.191185175067158e-06,1394.390565951828,0.0,308558.7123799117,0.0,63145.97277238992,0.0,0.0,312144.2881209306,66731.5485134089,378875.8366343396,312144.2881209306,0.0,1.6798239236514074,1.3956597990554205,4.666931194264016,0.37
